"gene_symbol","metabolite","module"
"Nt5e","AMPdGMP","M-45"
"Nt5e","AMPdGMP","M-138"
"Nt5e","AMPdGMP","M-139"
"Nt5e","AMPdGMP","M-140"
"Nt5e","AMPdGMP","M-143"
"Nt5e","AMPdGMP","M-145"
"Nt5e","AMPdGMP","M-148"
"Nt5e","AMPdGMP","M-149"
"Nt5e","AMPdGMP","M-152"
"Nt5e","AMPdGMP","M-156"
"Nt5e","AMPdGMP","M-158"
"Nt5e","AMPdGMP","M-159"
"Nt5e","AMPdGMP","M-162"
"Nt5e","AMPdGMP","M-164"
"Nt5c1b","AMPdGMP","M-45"
"Nt5c1b","AMPdGMP","M-138"
"Nt5c1b","AMPdGMP","M-139"
"Nt5c1b","AMPdGMP","M-140"
"Nt5c1b","AMPdGMP","M-143"
"Nt5c1b","AMPdGMP","M-145"
"Nt5c1b","AMPdGMP","M-148"
"Nt5c1b","AMPdGMP","M-149"
"Nt5c1b","AMPdGMP","M-152"
"Nt5c1b","AMPdGMP","M-156"
"Nt5c1b","AMPdGMP","M-158"
"Nt5c1b","AMPdGMP","M-159"
"Nt5c1b","AMPdGMP","M-162"
"Nt5c1b","AMPdGMP","M-164"
"Nt5c1a","AMPdGMP","M-45"
"Nt5c1a","AMPdGMP","M-138"
"Nt5c1a","AMPdGMP","M-139"
"Nt5c1a","AMPdGMP","M-140"
"Nt5c1a","AMPdGMP","M-143"
"Nt5c1a","AMPdGMP","M-145"
"Nt5c1a","AMPdGMP","M-148"
"Nt5c1a","AMPdGMP","M-149"
"Nt5c1a","AMPdGMP","M-152"
"Nt5c1a","AMPdGMP","M-156"
"Nt5c1a","AMPdGMP","M-158"
"Nt5c1a","AMPdGMP","M-159"
"Nt5c1a","AMPdGMP","M-162"
"Nt5c1a","AMPdGMP","M-164"
"Nt5c","AMPdGMP","M-45"
"Nt5c","AMPdGMP","M-138"
"Nt5c","AMPdGMP","M-139"
"Nt5c","AMPdGMP","M-140"
"Nt5c","AMPdGMP","M-143"
"Nt5c","AMPdGMP","M-145"
"Nt5c","AMPdGMP","M-148"
"Nt5c","AMPdGMP","M-149"
"Nt5c","AMPdGMP","M-152"
"Nt5c","AMPdGMP","M-156"
"Nt5c","AMPdGMP","M-158"
"Nt5c","AMPdGMP","M-159"
"Nt5c","AMPdGMP","M-162"
"Nt5c","AMPdGMP","M-164"
"Nt5m","AMPdGMP","M-45"
"Nt5m","AMPdGMP","M-138"
"Nt5m","AMPdGMP","M-139"
"Nt5m","AMPdGMP","M-140"
"Nt5m","AMPdGMP","M-143"
"Nt5m","AMPdGMP","M-145"
"Nt5m","AMPdGMP","M-148"
"Nt5m","AMPdGMP","M-149"
"Nt5m","AMPdGMP","M-152"
"Nt5m","AMPdGMP","M-156"
"Nt5m","AMPdGMP","M-158"
"Nt5m","AMPdGMP","M-159"
"Nt5m","AMPdGMP","M-162"
"Nt5m","AMPdGMP","M-164"
"Nt5c3","AMPdGMP","M-45"
"Nt5c3","AMPdGMP","M-138"
"Nt5c3","AMPdGMP","M-139"
"Nt5c3","AMPdGMP","M-140"
"Nt5c3","AMPdGMP","M-143"
"Nt5c3","AMPdGMP","M-145"
"Nt5c3","AMPdGMP","M-148"
"Nt5c3","AMPdGMP","M-149"
"Nt5c3","AMPdGMP","M-152"
"Nt5c3","AMPdGMP","M-156"
"Nt5c3","AMPdGMP","M-158"
"Nt5c3","AMPdGMP","M-159"
"Nt5c3","AMPdGMP","M-162"
"Nt5c3","AMPdGMP","M-164"
"Nt5c2","AMPdGMP","M-45"
"Nt5c2","AMPdGMP","M-138"
"Nt5c2","AMPdGMP","M-139"
"Nt5c2","AMPdGMP","M-140"
"Nt5c2","AMPdGMP","M-143"
"Nt5c2","AMPdGMP","M-145"
"Nt5c2","AMPdGMP","M-148"
"Nt5c2","AMPdGMP","M-149"
"Nt5c2","AMPdGMP","M-152"
"Nt5c2","AMPdGMP","M-156"
"Nt5c2","AMPdGMP","M-158"
"Nt5c2","AMPdGMP","M-159"
"Nt5c2","AMPdGMP","M-162"
"Nt5c2","AMPdGMP","M-164"
"Dck","AMPdGMP","M-139"
"Dck","AMPdGMP","M-158"
"Dck","AMPdGMP","M-159"
"Entpd1","AMPdGMP","M-133"
"Entpd1","AMPdGMP","M-135"
"Entpd1","AMPdGMP","M-138"
"Entpd1","AMPdGMP","M-153"
"Entpd1","AMPdGMP","M-155"
"Entpd1","AMPdGMP","M-156"
"Entpd1","AMPdGMP","M-165"
"Cant1","AMPdGMP","M-133"
"Cant1","AMPdGMP","M-135"
"Cant1","AMPdGMP","M-153"
"Entpd3","AMPdGMP","M-133"
"Entpd3","AMPdGMP","M-135"
"Entpd3","AMPdGMP","M-138"
"Entpd3","AMPdGMP","M-153"
"Entpd3","AMPdGMP","M-155"
"Entpd3","AMPdGMP","M-156"
"Entpd3","AMPdGMP","M-165"
"Aldh7a1","AMPdGMP","M-21"
"Aldh7a1","AMPdGMP","M-42"
"Aldh7a1","AMPdGMP","M-54"
"Aldh7a1","AMPdGMP","M-60"
"Aldh7a1","AMPdGMP","M-61"
"Aldh7a1","AMPdGMP","M-164"
"Aldh7a1","AMPdGMP","M-166"
"Adpgk","AMPdGMP","M-1"
"Pygb","AMPdGMP","M-111"
"Aprt","AMPdGMP","M-148"
"Aprt","AMPdGMP","M-149"
"Hprt1","AMPdGMP","M-143"
"Hprt1","AMPdGMP","M-145"
"Hprt1","AMPdGMP","M-148"
"Hprt1","AMPdGMP","M-149"
"Ak1","AMPdGMP","M-138"
"Ak1","AMPdGMP","M-140"
"Prps1l1","AMPdGMP","M-33"
"Acsl4","AMPdGMP","M-34"
"Acsl4","AMPdGMP","M-35"
"Ak3","AMPdGMP","M-138"
"Acsl1","AMPdGMP","M-34"
"Acsl1","AMPdGMP","M-35"
"Asns","AMPdGMP","M-38"
"Adsl","AMPdGMP","M-39"
"Adsl","AMPdGMP","M-133"
"Adsl","AMPdGMP","M-134"
"Adsl","AMPdGMP","M-136"
"Ak4","AMPdGMP","M-138"
"Ak4","AMPdGMP","M-140"
"Gmps","AMPdGMP","M-148"
"Gmps","AMPdGMP","M-170"
"Ampd3","AMPdGMP","M-136"
"Ampd2","AMPdGMP","M-136"
"Ak7","AMPdGMP","M-138"
"Ak7","AMPdGMP","M-140"
"Nudt2","AMPdGMP","M-145"
"Nudt2","AMPdGMP","M-148"
"Acsl6","AMPdGMP","M-34"
"Acsl6","AMPdGMP","M-35"
"Nudt5","AMPdGMP","M-133"
"Nudt5","AMPdGMP","M-135"
"Nudt5","AMPdGMP","M-145"
"Nudt5","AMPdGMP","M-148"
"Prps1","AMPdGMP","M-33"
"Prps2","AMPdGMP","M-33"
"Adk","AMPdGMP","M-139"
"Acsl5","AMPdGMP","M-34"
"Acsl5","AMPdGMP","M-35"
"Acsl3","AMPdGMP","M-34"
"Acsl3","AMPdGMP","M-35"
"Ak5","AMPdGMP","M-138"
"Ak5","AMPdGMP","M-140"
"Ass1","AMPdGMP","M-39"
"Ass1","AMPdGMP","M-66"
"Ampd1","AMPdGMP","M-136"
"Slc27a2","AMPdGMP","M-34"
"Slc27a2","AMPdGMP","M-35"
"Slc27a2","AMPdGMP","M-105"
"Slc27a5","AMPdGMP","M-105"
"Slc27a5","AMPdGMP","M-168"
"Ak2","AMPdGMP","M-138"
"Ak2","AMPdGMP","M-140"
"Aacs","AMPdGMP","M-53"
"Entpd8","AMPdGMP","M-133"
"Entpd8","AMPdGMP","M-135"
"Entpd8","AMPdGMP","M-138"
"Entpd8","AMPdGMP","M-153"
"Entpd8","AMPdGMP","M-155"
"Entpd8","AMPdGMP","M-156"
"Entpd8","AMPdGMP","M-165"
"Carns1","AMPdGMP","M-43"
"Acsbg2","AMPdGMP","M-34"
"Acsbg2","AMPdGMP","M-35"
"Acsbg1","AMPdGMP","M-34"
"Acsbg1","AMPdGMP","M-35"
"Rnf2","AMPdGMP","M-34"
"Rnf2","AMPdGMP","M-167"
"Rnf2","AMPdGMP","M-169"
"Ak8","AMPdGMP","M-138"
"Ak8","AMPdGMP","M-140"
"Nt5e","AdG","M-45"
"Nt5e","AdG","M-138"
"Nt5e","AdG","M-139"
"Nt5e","AdG","M-140"
"Nt5e","AdG","M-143"
"Nt5e","AdG","M-145"
"Nt5e","AdG","M-148"
"Nt5e","AdG","M-149"
"Nt5e","AdG","M-152"
"Nt5e","AdG","M-156"
"Nt5e","AdG","M-158"
"Nt5e","AdG","M-159"
"Nt5e","AdG","M-162"
"Nt5e","AdG","M-164"
"Nt5c1b","AdG","M-45"
"Nt5c1b","AdG","M-138"
"Nt5c1b","AdG","M-139"
"Nt5c1b","AdG","M-140"
"Nt5c1b","AdG","M-143"
"Nt5c1b","AdG","M-145"
"Nt5c1b","AdG","M-148"
"Nt5c1b","AdG","M-149"
"Nt5c1b","AdG","M-152"
"Nt5c1b","AdG","M-156"
"Nt5c1b","AdG","M-158"
"Nt5c1b","AdG","M-159"
"Nt5c1b","AdG","M-162"
"Nt5c1b","AdG","M-164"
"Nt5c1a","AdG","M-45"
"Nt5c1a","AdG","M-138"
"Nt5c1a","AdG","M-139"
"Nt5c1a","AdG","M-140"
"Nt5c1a","AdG","M-143"
"Nt5c1a","AdG","M-145"
"Nt5c1a","AdG","M-148"
"Nt5c1a","AdG","M-149"
"Nt5c1a","AdG","M-152"
"Nt5c1a","AdG","M-156"
"Nt5c1a","AdG","M-158"
"Nt5c1a","AdG","M-159"
"Nt5c1a","AdG","M-162"
"Nt5c1a","AdG","M-164"
"Nt5c","AdG","M-45"
"Nt5c","AdG","M-138"
"Nt5c","AdG","M-139"
"Nt5c","AdG","M-140"
"Nt5c","AdG","M-143"
"Nt5c","AdG","M-145"
"Nt5c","AdG","M-148"
"Nt5c","AdG","M-149"
"Nt5c","AdG","M-152"
"Nt5c","AdG","M-156"
"Nt5c","AdG","M-158"
"Nt5c","AdG","M-159"
"Nt5c","AdG","M-162"
"Nt5c","AdG","M-164"
"Dck","AdG","M-139"
"Dck","AdG","M-158"
"Dck","AdG","M-159"
"Nt5m","AdG","M-45"
"Nt5m","AdG","M-138"
"Nt5m","AdG","M-139"
"Nt5m","AdG","M-140"
"Nt5m","AdG","M-143"
"Nt5m","AdG","M-145"
"Nt5m","AdG","M-148"
"Nt5m","AdG","M-149"
"Nt5m","AdG","M-152"
"Nt5m","AdG","M-156"
"Nt5m","AdG","M-158"
"Nt5m","AdG","M-159"
"Nt5m","AdG","M-162"
"Nt5m","AdG","M-164"
"Adk","AdG","M-139"
"Ahcyl2","AdG","M-30"
"Ahcy","AdG","M-30"
"Ahcyl1","AdG","M-30"
"Ada","AdG","M-142"
"Ada","AdG","M-143"
"Nt5c3","AdG","M-45"
"Nt5c3","AdG","M-138"
"Nt5c3","AdG","M-139"
"Nt5c3","AdG","M-140"
"Nt5c3","AdG","M-143"
"Nt5c3","AdG","M-145"
"Nt5c3","AdG","M-148"
"Nt5c3","AdG","M-149"
"Nt5c3","AdG","M-152"
"Nt5c3","AdG","M-156"
"Nt5c3","AdG","M-158"
"Nt5c3","AdG","M-159"
"Nt5c3","AdG","M-162"
"Nt5c3","AdG","M-164"
"Nt5c2","AdG","M-45"
"Nt5c2","AdG","M-138"
"Nt5c2","AdG","M-139"
"Nt5c2","AdG","M-140"
"Nt5c2","AdG","M-143"
"Nt5c2","AdG","M-145"
"Nt5c2","AdG","M-148"
"Nt5c2","AdG","M-149"
"Nt5c2","AdG","M-152"
"Nt5c2","AdG","M-156"
"Nt5c2","AdG","M-158"
"Nt5c2","AdG","M-159"
"Nt5c2","AdG","M-162"
"Nt5c2","AdG","M-164"
"Pnp","AdG","M-45"
"Pnp","AdG","M-139"
"Pnp","AdG","M-141"
"Pnp","AdG","M-142"
"Pnp","AdG","M-143"
"Pnp","AdG","M-145"
"Pnp","AdG","M-148"
"Pnp","AdG","M-149"
"Nt5e","C","M-45"
"Nt5e","C","M-138"
"Nt5e","C","M-139"
"Nt5e","C","M-140"
"Nt5e","C","M-143"
"Nt5e","C","M-145"
"Nt5e","C","M-148"
"Nt5e","C","M-149"
"Nt5e","C","M-152"
"Nt5e","C","M-156"
"Nt5e","C","M-158"
"Nt5e","C","M-159"
"Nt5e","C","M-162"
"Nt5e","C","M-164"
"Nt5c1b","C","M-45"
"Nt5c1b","C","M-138"
"Nt5c1b","C","M-139"
"Nt5c1b","C","M-140"
"Nt5c1b","C","M-143"
"Nt5c1b","C","M-145"
"Nt5c1b","C","M-148"
"Nt5c1b","C","M-149"
"Nt5c1b","C","M-152"
"Nt5c1b","C","M-156"
"Nt5c1b","C","M-158"
"Nt5c1b","C","M-159"
"Nt5c1b","C","M-162"
"Nt5c1b","C","M-164"
"Nt5c1a","C","M-45"
"Nt5c1a","C","M-138"
"Nt5c1a","C","M-139"
"Nt5c1a","C","M-140"
"Nt5c1a","C","M-143"
"Nt5c1a","C","M-145"
"Nt5c1a","C","M-148"
"Nt5c1a","C","M-149"
"Nt5c1a","C","M-152"
"Nt5c1a","C","M-156"
"Nt5c1a","C","M-158"
"Nt5c1a","C","M-159"
"Nt5c1a","C","M-162"
"Nt5c1a","C","M-164"
"Nt5c","C","M-45"
"Nt5c","C","M-138"
"Nt5c","C","M-139"
"Nt5c","C","M-140"
"Nt5c","C","M-143"
"Nt5c","C","M-145"
"Nt5c","C","M-148"
"Nt5c","C","M-149"
"Nt5c","C","M-152"
"Nt5c","C","M-156"
"Nt5c","C","M-158"
"Nt5c","C","M-159"
"Nt5c","C","M-162"
"Nt5c","C","M-164"
"Nt5m","C","M-45"
"Nt5m","C","M-138"
"Nt5m","C","M-139"
"Nt5m","C","M-140"
"Nt5m","C","M-143"
"Nt5m","C","M-145"
"Nt5m","C","M-148"
"Nt5m","C","M-149"
"Nt5m","C","M-152"
"Nt5m","C","M-156"
"Nt5m","C","M-158"
"Nt5m","C","M-159"
"Nt5m","C","M-162"
"Nt5m","C","M-164"
"Uck1","C","M-45"
"Uck1","C","M-152"
"Uck1","C","M-156"
"Gne","C","M-112"
"Uck2","C","M-45"
"Uck2","C","M-152"
"Uck2","C","M-156"
"Nt5c3","C","M-45"
"Nt5c3","C","M-138"
"Nt5c3","C","M-139"
"Nt5c3","C","M-140"
"Nt5c3","C","M-143"
"Nt5c3","C","M-145"
"Nt5c3","C","M-148"
"Nt5c3","C","M-149"
"Nt5c3","C","M-152"
"Nt5c3","C","M-156"
"Nt5c3","C","M-158"
"Nt5c3","C","M-159"
"Nt5c3","C","M-162"
"Nt5c3","C","M-164"
"Nt5c2","C","M-45"
"Nt5c2","C","M-138"
"Nt5c2","C","M-139"
"Nt5c2","C","M-140"
"Nt5c2","C","M-143"
"Nt5c2","C","M-145"
"Nt5c2","C","M-148"
"Nt5c2","C","M-149"
"Nt5c2","C","M-152"
"Nt5c2","C","M-156"
"Nt5c2","C","M-158"
"Nt5c2","C","M-159"
"Nt5c2","C","M-162"
"Nt5c2","C","M-164"
"Uckl1","C","M-45"
"Uckl1","C","M-152"
"Uckl1","C","M-156"
"Nt5e","G","M-45"
"Nt5e","G","M-138"
"Nt5e","G","M-139"
"Nt5e","G","M-140"
"Nt5e","G","M-143"
"Nt5e","G","M-145"
"Nt5e","G","M-148"
"Nt5e","G","M-149"
"Nt5e","G","M-152"
"Nt5e","G","M-156"
"Nt5e","G","M-158"
"Nt5e","G","M-159"
"Nt5e","G","M-162"
"Nt5e","G","M-164"
"Nt5c1b","G","M-45"
"Nt5c1b","G","M-138"
"Nt5c1b","G","M-139"
"Nt5c1b","G","M-140"
"Nt5c1b","G","M-143"
"Nt5c1b","G","M-145"
"Nt5c1b","G","M-148"
"Nt5c1b","G","M-149"
"Nt5c1b","G","M-152"
"Nt5c1b","G","M-156"
"Nt5c1b","G","M-158"
"Nt5c1b","G","M-159"
"Nt5c1b","G","M-162"
"Nt5c1b","G","M-164"
"Nt5c1a","G","M-45"
"Nt5c1a","G","M-138"
"Nt5c1a","G","M-139"
"Nt5c1a","G","M-140"
"Nt5c1a","G","M-143"
"Nt5c1a","G","M-145"
"Nt5c1a","G","M-148"
"Nt5c1a","G","M-149"
"Nt5c1a","G","M-152"
"Nt5c1a","G","M-156"
"Nt5c1a","G","M-158"
"Nt5c1a","G","M-159"
"Nt5c1a","G","M-162"
"Nt5c1a","G","M-164"
"Nt5c","G","M-45"
"Nt5c","G","M-138"
"Nt5c","G","M-139"
"Nt5c","G","M-140"
"Nt5c","G","M-143"
"Nt5c","G","M-145"
"Nt5c","G","M-148"
"Nt5c","G","M-149"
"Nt5c","G","M-152"
"Nt5c","G","M-156"
"Nt5c","G","M-158"
"Nt5c","G","M-159"
"Nt5c","G","M-162"
"Nt5c","G","M-164"
"Nt5m","G","M-45"
"Nt5m","G","M-138"
"Nt5m","G","M-139"
"Nt5m","G","M-140"
"Nt5m","G","M-143"
"Nt5m","G","M-145"
"Nt5m","G","M-148"
"Nt5m","G","M-149"
"Nt5m","G","M-152"
"Nt5m","G","M-156"
"Nt5m","G","M-158"
"Nt5m","G","M-159"
"Nt5m","G","M-162"
"Nt5m","G","M-164"
"Nt5c3","G","M-45"
"Nt5c3","G","M-138"
"Nt5c3","G","M-139"
"Nt5c3","G","M-140"
"Nt5c3","G","M-143"
"Nt5c3","G","M-145"
"Nt5c3","G","M-148"
"Nt5c3","G","M-149"
"Nt5c3","G","M-152"
"Nt5c3","G","M-156"
"Nt5c3","G","M-158"
"Nt5c3","G","M-159"
"Nt5c3","G","M-162"
"Nt5c3","G","M-164"
"Nt5c2","G","M-45"
"Nt5c2","G","M-138"
"Nt5c2","G","M-139"
"Nt5c2","G","M-140"
"Nt5c2","G","M-143"
"Nt5c2","G","M-145"
"Nt5c2","G","M-148"
"Nt5c2","G","M-149"
"Nt5c2","G","M-152"
"Nt5c2","G","M-156"
"Nt5c2","G","M-158"
"Nt5c2","G","M-159"
"Nt5c2","G","M-162"
"Nt5c2","G","M-164"
"Pnp","G","M-45"
"Pnp","G","M-139"
"Pnp","G","M-141"
"Pnp","G","M-142"
"Pnp","G","M-143"
"Pnp","G","M-145"
"Pnp","G","M-148"
"Pnp","G","M-149"
"Nt5e","GMP","M-45"
"Nt5e","GMP","M-138"
"Nt5e","GMP","M-139"
"Nt5e","GMP","M-140"
"Nt5e","GMP","M-143"
"Nt5e","GMP","M-145"
"Nt5e","GMP","M-148"
"Nt5e","GMP","M-149"
"Nt5e","GMP","M-152"
"Nt5e","GMP","M-156"
"Nt5e","GMP","M-158"
"Nt5e","GMP","M-159"
"Nt5e","GMP","M-162"
"Nt5e","GMP","M-164"
"Nt5c1b","GMP","M-45"
"Nt5c1b","GMP","M-138"
"Nt5c1b","GMP","M-139"
"Nt5c1b","GMP","M-140"
"Nt5c1b","GMP","M-143"
"Nt5c1b","GMP","M-145"
"Nt5c1b","GMP","M-148"
"Nt5c1b","GMP","M-149"
"Nt5c1b","GMP","M-152"
"Nt5c1b","GMP","M-156"
"Nt5c1b","GMP","M-158"
"Nt5c1b","GMP","M-159"
"Nt5c1b","GMP","M-162"
"Nt5c1b","GMP","M-164"
"Nt5c1a","GMP","M-45"
"Nt5c1a","GMP","M-138"
"Nt5c1a","GMP","M-139"
"Nt5c1a","GMP","M-140"
"Nt5c1a","GMP","M-143"
"Nt5c1a","GMP","M-145"
"Nt5c1a","GMP","M-148"
"Nt5c1a","GMP","M-149"
"Nt5c1a","GMP","M-152"
"Nt5c1a","GMP","M-156"
"Nt5c1a","GMP","M-158"
"Nt5c1a","GMP","M-159"
"Nt5c1a","GMP","M-162"
"Nt5c1a","GMP","M-164"
"Nt5c","GMP","M-45"
"Nt5c","GMP","M-138"
"Nt5c","GMP","M-139"
"Nt5c","GMP","M-140"
"Nt5c","GMP","M-143"
"Nt5c","GMP","M-145"
"Nt5c","GMP","M-148"
"Nt5c","GMP","M-149"
"Nt5c","GMP","M-152"
"Nt5c","GMP","M-156"
"Nt5c","GMP","M-158"
"Nt5c","GMP","M-159"
"Nt5c","GMP","M-162"
"Nt5c","GMP","M-164"
"Nt5m","GMP","M-45"
"Nt5m","GMP","M-138"
"Nt5m","GMP","M-139"
"Nt5m","GMP","M-140"
"Nt5m","GMP","M-143"
"Nt5m","GMP","M-145"
"Nt5m","GMP","M-148"
"Nt5m","GMP","M-149"
"Nt5m","GMP","M-152"
"Nt5m","GMP","M-156"
"Nt5m","GMP","M-158"
"Nt5m","GMP","M-159"
"Nt5m","GMP","M-162"
"Nt5m","GMP","M-164"
"Entpd1","GMP","M-133"
"Entpd1","GMP","M-135"
"Entpd1","GMP","M-138"
"Entpd1","GMP","M-153"
"Entpd1","GMP","M-155"
"Entpd1","GMP","M-156"
"Entpd1","GMP","M-165"
"Cant1","GMP","M-133"
"Cant1","GMP","M-135"
"Cant1","GMP","M-153"
"Entpd3","GMP","M-133"
"Entpd3","GMP","M-135"
"Entpd3","GMP","M-138"
"Entpd3","GMP","M-153"
"Entpd3","GMP","M-155"
"Entpd3","GMP","M-156"
"Entpd3","GMP","M-165"
"Aprt","GMP","M-148"
"Aprt","GMP","M-149"
"Hprt1","GMP","M-143"
"Hprt1","GMP","M-145"
"Hprt1","GMP","M-148"
"Hprt1","GMP","M-149"
"Gmps","GMP","M-148"
"Gmps","GMP","M-170"
"Nudt2","GMP","M-145"
"Nudt2","GMP","M-148"
"Entpd4","GMP","M-133"
"Entpd4","GMP","M-135"
"Entpd4","GMP","M-153"
"Entpd6","GMP","M-133"
"Entpd6","GMP","M-135"
"Entpd6","GMP","M-153"
"Entpd5","GMP","M-133"
"Entpd5","GMP","M-135"
"Entpd5","GMP","M-153"
"Atic","GMP","M-133"
"Atic","GMP","M-135"
"Nt5c3","GMP","M-45"
"Nt5c3","GMP","M-138"
"Nt5c3","GMP","M-139"
"Nt5c3","GMP","M-140"
"Nt5c3","GMP","M-143"
"Nt5c3","GMP","M-145"
"Nt5c3","GMP","M-148"
"Nt5c3","GMP","M-149"
"Nt5c3","GMP","M-152"
"Nt5c3","GMP","M-156"
"Nt5c3","GMP","M-158"
"Nt5c3","GMP","M-159"
"Nt5c3","GMP","M-162"
"Nt5c3","GMP","M-164"
"Nt5c2","GMP","M-45"
"Nt5c2","GMP","M-138"
"Nt5c2","GMP","M-139"
"Nt5c2","GMP","M-140"
"Nt5c2","GMP","M-143"
"Nt5c2","GMP","M-145"
"Nt5c2","GMP","M-148"
"Nt5c2","GMP","M-149"
"Nt5c2","GMP","M-152"
"Nt5c2","GMP","M-156"
"Nt5c2","GMP","M-158"
"Nt5c2","GMP","M-159"
"Nt5c2","GMP","M-162"
"Nt5c2","GMP","M-164"
"Entpd8","GMP","M-133"
"Entpd8","GMP","M-135"
"Entpd8","GMP","M-138"
"Entpd8","GMP","M-153"
"Entpd8","GMP","M-155"
"Entpd8","GMP","M-156"
"Entpd8","GMP","M-165"
"Nt5e","I","M-45"
"Nt5e","I","M-138"
"Nt5e","I","M-139"
"Nt5e","I","M-140"
"Nt5e","I","M-143"
"Nt5e","I","M-145"
"Nt5e","I","M-148"
"Nt5e","I","M-149"
"Nt5e","I","M-152"
"Nt5e","I","M-156"
"Nt5e","I","M-158"
"Nt5e","I","M-159"
"Nt5e","I","M-162"
"Nt5e","I","M-164"
"Nt5c1b","I","M-45"
"Nt5c1b","I","M-138"
"Nt5c1b","I","M-139"
"Nt5c1b","I","M-140"
"Nt5c1b","I","M-143"
"Nt5c1b","I","M-145"
"Nt5c1b","I","M-148"
"Nt5c1b","I","M-149"
"Nt5c1b","I","M-152"
"Nt5c1b","I","M-156"
"Nt5c1b","I","M-158"
"Nt5c1b","I","M-159"
"Nt5c1b","I","M-162"
"Nt5c1b","I","M-164"
"Nt5c1a","I","M-45"
"Nt5c1a","I","M-138"
"Nt5c1a","I","M-139"
"Nt5c1a","I","M-140"
"Nt5c1a","I","M-143"
"Nt5c1a","I","M-145"
"Nt5c1a","I","M-148"
"Nt5c1a","I","M-149"
"Nt5c1a","I","M-152"
"Nt5c1a","I","M-156"
"Nt5c1a","I","M-158"
"Nt5c1a","I","M-159"
"Nt5c1a","I","M-162"
"Nt5c1a","I","M-164"
"Nt5c","I","M-45"
"Nt5c","I","M-138"
"Nt5c","I","M-139"
"Nt5c","I","M-140"
"Nt5c","I","M-143"
"Nt5c","I","M-145"
"Nt5c","I","M-148"
"Nt5c","I","M-149"
"Nt5c","I","M-152"
"Nt5c","I","M-156"
"Nt5c","I","M-158"
"Nt5c","I","M-159"
"Nt5c","I","M-162"
"Nt5c","I","M-164"
"Nt5m","I","M-45"
"Nt5m","I","M-138"
"Nt5m","I","M-139"
"Nt5m","I","M-140"
"Nt5m","I","M-143"
"Nt5m","I","M-145"
"Nt5m","I","M-148"
"Nt5m","I","M-149"
"Nt5m","I","M-152"
"Nt5m","I","M-156"
